user_name,login_auth_attempts,failed_logins,hosts_accessed,processes_started,privileged_actions,mapped_credentials
User344972,1384,0,9,185,2,734
User345110,3845,0,4,121,3,2110
User345165,588,0,6,53,10,310
User345224,276,0,7,105,0,156
User345296,292,0,5,7,0,161
User345384,1966,0,5,195,0,993
User345579,486,0,4,1,0,259
User345793,591,0,5,284,7,306
User345897,75,0,3,17,0,23
User345935,938,0,5,13,6,477
User346088,1625,0,5,13,0,1028
User346132,1177,0,7,70,6,590
User346171,10,0,1,0,0,10
User346197,846,0,5,29,0,421
User346466,512,0,3,7,2,275
User346467,271,0,6,91,3,150
User347112,1982,0,5,0,14,1209
User347233,171,0,1,0,0,120
User347322,151,0,4,60,2,77
User347383,893,0,7,47,1,495
User347470,818,0,6,92,0,418
User347588,375,0,8,41,0,211
User347722,938,0,5,33,0,662
User347852,799,0,4,0,0,446
User347990,615,0,5,29,0,332
User348137,1115,0,5,130,0,591
User348208,267,0,1,0,0,9
User348247,488,0,3,57,4,418
User348252,1931,0,8,96,7,1068
User348321,124,0,4,32,2,72
User348406,6485,0,6,35,0,3292
User348467,1087,0,5,0,0,432
User348483,214,0,8,82,2,128
User348562,1201,0,3,28,0,263
User348691,2012,0,6,79,2,1014
User348723,558,0,2,0,0,557
User348762,12528,0,5,173,2,6480
User348928,219,0,4,18,0,30
User349211,2392,0,3,0,0,1433
User349222,617,0,3,2,0,302
User349286,83,0,3,59,0,46
User349314,644,0,6,55,0,332
User349411,1092,0,7,59,0,571
User349806,1,0,1,0,0,1
User350117,99,0,4,53,0,59
User350126,6,1,2,0,0,6
User350314,694,0,6,29,0,491
User350352,878,0,5,70,0,454
User350521,614,0,3,35,0,299
User350590,680,0,8,109,1,362
User350678,0,0,2,8,0,0
User350737,652,0,2,0,0,369
User351079,724,0,5,67,2,386
User351166,1530,0,9,72,3,875
User351197,2,0,1,4,1,0
User351238,583,0,6,5,0,343
User351277,1044,0,2,0,0,707
User351305,1981,0,6,19,0,1074
User351332,6005,0,5,61,0,3018
User351380,15200,0,6,260,0,7661
User351667,7200,0,4,48,0,3616
User351700,580,0,3,41,0,283
User351752,539,0,3,0,0,282
User351756,1201,0,9,65,0,643
User351783,241,0,9,108,0,140
User351934,570,0,4,0,0,279
User352028,107,0,3,27,0,63
User352077,71,0,6,39,0,43
User352356,404,0,3,1,0,214
User352425,5431,0,10,32,1,2773
User352439,2,0,1,0,0,2
User352953,685,0,3,16,0,340
User353248,923,0,4,12,0,484
User353286,1391,0,8,17,7,784
User353301,12139,0,8,113,0,6098
User353410,1509,0,5,5,0,948
User353484,689,0,1,0,0,368
User353516,2168,0,4,36,0,1076
User353533,325,0,4,28,0,177
User353756,2836,0,9,155,2,2098
User353814,269,0,7,123,0,148
User353829,1407,0,2,0,0,307
User353911,386,0,9,49,0,213
User354016,196,0,5,67,3,109
User354227,903,0,1,0,0,903
User354244,11,0,1,0,0,0
User354434,256,0,5,35,0,154
User354457,1751,0,6,64,6,935
User354523,78,0,3,4,2,65
User354629,432,0,5,85,9,211
User354775,3893,0,5,87,0,2026
User354844,330,0,1,0,0,330
User355007,545,0,5,72,1,355
User355128,497,0,6,91,0,295
User355203,4,0,3,0,0,0
User355214,9,0,2,1,1,6
User355239,12,0,1,0,0,12
User355270,1199,0,7,81,9,623
User355520,118,0,4,112,0,71
User355548,897,0,5,5,0,643
User355663,364,0,2,45,0,189
User355833,2799,562,8,1596,4,2013
User355859,1730,0,4,0,1,876
User356036,591,0,9,209,7,332
User356067,32,0,1,0,0,32
User356226,6234,0,6,68,0,3177
User356230,31,0,2,0,0,16
User356440,870,0,8,74,0,454
User356467,688,0,4,72,6,408
User356469,576,0,4,58,4,278
User356498,1676,0,6,5,1,864
User356500,1426,0,4,20,0,765
User356556,450,0,5,2,0,241
User356578,173,0,7,71,1,100
User356585,61,0,4,28,0,37
User356595,828,0,5,29,0,609
User356909,688,0,4,213,4,356
User356910,1828,0,9,76,0,1070
User356940,1241,0,6,118,19,660
User357045,717,0,3,41,0,458
User357067,932,0,4,63,1,519
User357295,211,0,8,124,0,115
User357373,1,0,1,5,0,0
User357743,1635,0,9,43,4,885
User357914,1630,0,6,11,1,873
User358356,3699,0,5,61,0,1862
User358519,1826,0,1,0,0,1826
User358616,499,0,2,0,0,240
User358628,161,0,6,103,0,92
User358673,1164,0,6,13,0,628
User358901,551,0,3,26,0,290
User359026,777,0,5,31,0,394
User359406,696,1,2,0,0,137
User359419,765,0,6,52,0,467
User359843,6629,0,2,0,0,0
User360206,2701,0,6,37,9,1390
User360368,675,0,3,84,0,365
User360562,1813,0,6,30,0,1082
User360609,823,0,6,29,0,462
User360697,415,0,5,54,13,218
User360762,1465,0,6,88,2,736
User361204,576,0,9,79,4,320
User361212,76,0,4,0,0,49
User361479,436,0,2,0,0,228
User361626,1644,0,1,0,0,0
User361654,733,0,5,34,0,473
User361696,737,0,5,97,8,544
User361747,1105,0,7,17,0,817
User361858,1794,0,6,93,4,906
User361968,375,0,6,322,2,212
User362224,255,0,8,61,4,144
User362247,175,0,7,116,0,102
User362295,66,0,4,20,0,38
User362342,8,2,3,12,0,6
User362367,935,0,5,53,9,658
User362466,934,0,4,35,0,497
User362777,727,0,9,98,0,387
User362857,18,0,1,0,0,18
User363219,2708,0,9,113,1,1502
User363276,1020,0,10,105,0,542
User363382,173,0,4,32,0,145
User363389,266,0,6,32,0,153
User363404,109,0,1,0,0,0
User363581,805,0,6,52,2,433
User363685,802,0,5,67,4,431
User363811,119,0,1,0,0,101
User363914,1316,0,5,75,2,688
User363952,2166,0,4,0,0,1057
User364461,667,0,5,44,4,365
User364861,233,15,5,13,0,128
User364884,651,0,3,95,3,348
User365039,1030,0,8,154,6,632
User365053,498,0,2,0,0,264
User365151,6,0,1,0,0,6
User365164,395,0,7,51,0,262
User365581,1352,0,10,70,10,758
User365588,558,0,8,113,0,292
User365666,3506,0,2,0,1,1753
User365753,906,146,3,0,0,605
User365851,796,0,3,0,0,426
User365922,1318,0,8,150,2,698
User365978,271,0,7,48,1,148
User366105,323,0,4,148,0,175
User366180,265,0,1,0,0,0
User366217,14,0,1,0,0,14
User366429,124,0,3,21,0,71
User366545,0,0,1,4,0,0
User366631,140,0,2,0,0,3
User366747,2557,0,5,11,0,1062
User366825,813,0,6,8,2,466
User366923,247,0,7,57,0,146
User366934,1955,0,8,86,1,1219
User367097,235509,0,8,54,1288,1629
User367178,122,0,7,38,0,70
User367348,331,0,7,44,0,179
User367515,1843,0,3,10,0,982
User367636,1562,0,5,46,0,802
User367696,669,0,4,40,0,361
User367759,1659,0,8,68,1,850
User367760,660,0,4,50,0,343
User367957,1163,0,7,60,0,591
User367984,178,0,6,74,3,0
User368179,288,0,1,0,0,288
User368239,115,0,1,0,0,3
User368559,563,0,4,24,0,302
User368626,103,0,1,0,0,12
User368735,917,0,8,62,0,504
User369369,38,19,1,0,0,38
User369435,2,0,1,0,0,2
User369503,654,0,5,176,0,530
User369562,426,0,1,0,0,26
User369952,1198,0,4,0,2,634
User369977,10,0,2,9,0,9
User370092,3,0,1,0,0,0
User370123,2,0,1,3,0,0
User370430,15484,0,5,294,0,7824
User370518,46,0,1,0,0,0
User370584,925,0,7,120,5,477
User370730,2561,0,2,0,0,16
User370746,1169,0,5,12,0,846
User370870,680,0,4,167,0,534
User370958,538,0,3,168,8,285
User370969,838,0,7,16,0,448
User371176,786,0,3,0,0,392
User371221,888,0,7,98,0,600
User371244,261,0,1,0,0,3
User371275,3,0,1,32,0,0
User371302,1681,0,5,28,0,923
User371371,285,0,5,44,0,157
User371418,948,0,8,138,3,500
User371540,975,0,9,6,6,501
User371893,2,0,1,0,0,0
User371932,657,0,6,53,1,363
User371947,503,0,6,27,1,265
User372059,594,0,7,541,4,308
User372208,780,0,5,46,0,573
User372320,2,0,1,0,0,2
User372362,464,0,4,51,0,244
User372386,1219,0,4,29,3,645
User372837,642,0,6,91,3,347
User373288,111,0,1,0,0,0
User373409,63,24,9,34,2,57
User373415,809,0,4,77,0,414
User373581,144,0,2,0,0,108
User373642,127,0,1,0,0,28
User373838,1030,0,4,62,0,523
User373912,341,0,3,43,0,172
User374091,541,0,3,5,0,286
User374271,2001,0,3,0,0,2
User374425,119,0,3,26,4,66
User374637,1026,0,6,89,0,552
User374667,46,0,1,0,0,5
User374774,1909,413,8,97,1,1515
User374826,88,0,5,39,0,52
User374921,460,0,6,94,5,252
User374928,1031,0,8,75,0,535
User375025,1658,0,8,146,0,1060
User375300,13,0,2,0,2,4
User375405,728,0,4,15,0,411
User375984,619,0,4,29,0,423
User376013,132,0,6,53,0,76
User376424,2,0,1,0,0,2
User376651,258,0,6,83,5,142
User376767,70,0,2,0,0,38
User376800,110,0,1,0,0,110
User377070,180,0,1,0,0,10
User377129,286,0,5,78,0,157
User377148,269,0,4,89,0,155
User377226,537,0,4,50,0,460
User377260,2,0,1,0,0,2
User377448,3719,0,2,0,0,335
User377726,484,0,1,0,0,484
User377846,985,0,8,39,1,514
User377947,760,0,4,63,0,391
User378062,1035,0,8,82,17,572
User378158,1342,0,3,0,0,674
User378309,30966,0,9,393,6817,15525
User378374,961,0,5,44,0,495
User378397,972,0,5,65,2,462
User378579,1974,0,7,138,0,1018
User378651,9269,0,1,0,0,9265
User379255,499,0,6,46,0,249
User379268,1883,0,5,0,2,944
User379647,1270,0,8,16,0,716
User379697,441,0,4,36,17,229
User379750,636,0,8,62,2,312
User379883,691,0,4,46,0,396
User379990,2922,0,5,37,1,1494
User380036,813,0,4,11,8,427
User380094,1041,0,7,5,0,584
User380108,100,0,1,0,0,100
User380119,1295,0,8,80,0,709
User380206,212,0,1,0,0,212
User380208,687,0,5,78,2,368
User380446,97,0,1,0,0,97
User380448,476,0,3,42,0,254
User380514,691,0,7,84,0,378
User380583,1116,0,7,44,0,818
User380806,1213,0,5,19,0,817
User380933,3825,0,7,1388,7,2010
User381074,3305,0,6,97,0,1685
User381101,5236,0,7,17,0,2919
User381217,255,0,6,88,3,147
User381277,576,0,5,29,0,320
User381539,2803,0,8,59,0,1462
User381544,263,0,7,66,0,149
User381685,287,0,4,34,0,146
User381710,8642,0,4,47,0,4364
User381853,2023,0,8,103,8,1047
User381861,2274,0,9,52,0,1253
User381869,19796,0,1,0,0,19790
User382046,397,0,4,27,0,204
User382076,533,0,2,0,0,202
User382084,4684,0,4,74,2,1051
User382090,132,3,3,0,0,32
User382144,0,0,1,15,0,0
User382569,280,0,2,0,0,238
User382732,144,0,4,33,0,81
User382932,1388,0,16,274,0,737
User383004,282,0,4,16,0,146
User383025,1217,0,4,26,0,797
User383046,625,0,8,95,11,343
User383061,667,0,9,0,0,369
User383148,110,0,3,10,0,60
User383199,501,0,4,127,0,408
User383448,15,0,1,0,0,15
User383521,4,0,3,0,0,0
User384207,3,0,1,0,0,3
User384215,787,0,4,69,0,399
User384398,369,0,3,60,0,193
User384617,1270,0,3,13,6,466
User384628,1231,0,6,64,5,654
User384691,768,0,5,72,0,415
User385126,1990,0,7,85,1,1205
User385175,611,0,3,151,0,345
User385182,0,0,1,11,0,0
User385218,1314,0,2,0,0,24
User385306,493,2,3,0,0,2
User385343,3906,0,4,114,2,1987
User385382,1802,0,10,107,4,928
User385412,4818,0,8,57,0,2442
User385430,571,0,6,29,0,299
User385613,526,0,4,177,2,280
User385670,1161,0,4,38,10,783
User385718,614,0,3,43,0,290
User385719,1932,0,8,89,0,1177
User385872,303,0,6,68,6,178
User386009,403,0,4,26,0,266
User386561,162,0,1,0,0,162
User386597,449,0,3,23,0,226
User386677,620,0,3,75,0,305
User386843,10,0,1,0,0,10
User387014,3950,0,7,83,0,1989
User387038,996,0,7,28,8,653
User387062,527,0,7,52,11,444
User387124,492,0,4,201,0,243
User387473,380,0,1,0,0,380
User387697,745,0,8,67,0,377
User387926,1226,0,7,61,8,634
User387968,9142,0,7,168,6,4861
User388026,203,0,4,80,0,116
User388157,954,0,6,23,0,532
User388291,5439,0,10,95,0,2901
User388382,1015,0,6,137,0,529
User388590,124,0,5,79,0,70
User388601,268,0,7,109,0,149
User388651,179,0,2,0,0,40
User388732,1931,0,6,52,0,970
User388738,465,0,6,94,1,242
User388857,217,0,4,23,0,120
User388965,583,0,6,70,0,284
User389087,1195,0,5,43,0,626
User389090,7,0,2,0,1,2
User389168,37,0,1,0,0,37
User389244,1049,0,4,136,20,582
User389268,411,0,3,7,0,373
User389284,487,0,5,29,0,283
User389397,970,0,1,0,0,970
User389467,77,0,1,0,0,77
User389749,218,0,1,0,0,0
User389771,346,0,1,0,0,346
User389882,280,0,1,0,0,280
User389896,425,0,1,0,0,284
User389972,520,0,3,29,0,276
User390002,2,0,1,0,0,2
User390025,508,0,3,55,0,241
User390058,13754,0,7,25,4,6947
User390169,733,0,4,8,0,395
User390212,8,0,1,0,0,8
User390398,940,0,5,29,1,453
User390439,819,0,7,162,0,442
User390474,163,0,3,57,8,91
User390528,375,0,3,0,0,126
User390627,644,0,3,29,0,342
User390775,2,0,1,0,0,2
User390780,2449,0,9,114,0,1283
User390910,2,0,1,0,0,2
User391376,838,0,5,8,1,496
User391507,297,0,1,0,0,297
User391681,67,0,1,0,0,15
User391900,2088,0,1,0,0,353
User392038,137,0,1,0,0,137
User392045,1085,0,8,117,0,606
User392115,1103,0,4,5,0,809
User392135,51,0,1,0,0,5
User392165,703,0,3,5,0,469
User392261,429,0,5,61,0,277
User392409,3577,0,4,2,0,1779
User392478,1089,0,4,19,0,571
User392480,1637,0,5,91,23,808
User392729,1014,0,5,40,0,552
User392750,1097,0,8,60,0,781
User392769,513,0,3,29,0,270
User392818,970,6,8,307,0,549
User392890,156,0,6,72,6,85
User392914,671,0,7,61,4,357
User392989,2446,0,5,7,0,1362
User393034,56,0,2,0,0,39
User393143,111,0,4,89,0,64
User393354,1523,0,8,77,2,982
User393358,556,0,5,26,4,438
User393639,486,0,2,0,0,415
User393794,1703,0,9,17,12,1090
User393815,10,0,1,0,0,10
User393893,767,0,6,75,17,440
User394273,167,0,5,77,5,89
User394274,1332,0,2,0,0,2
User394303,1123,0,6,17,2,766
User394531,2,0,1,0,0,2
User394556,446,0,3,57,0,237
User394772,750,0,6,12,10,370
User394905,8,0,2,22,1,0
User395053,308,0,6,12,0,153
User395463,219,0,1,0,0,219
User395484,887,0,4,0,0,3
User395536,219,0,5,128,0,126
User395752,568,0,2,0,0,305
User396065,530,0,4,100,5,272
User396155,468,0,2,0,0,234
User396160,273,0,7,177,0,156
User396223,744,0,6,107,6,556
User396352,542,0,3,20,0,264
User396430,104,0,7,45,0,64
User396499,569,0,3,29,0,313
User396570,281,0,10,85,7,148
User396792,524,0,3,5,0,282
User396870,447,0,1,0,0,0
User396899,473,0,5,29,0,229
User397161,1311,0,5,166,14,542
User397241,1004,0,1,0,0,1004
User397253,1419,0,4,29,1,945
User397617,363,0,7,85,1,199
User397625,4831,0,7,594,1,2439
User397703,775,0,8,191,14,580
User397706,2311,0,6,56,0,1394
User398065,2,0,1,0,0,2
User398085,76,0,6,68,0,44
User398231,861,0,3,88,6,477
User398243,125,0,1,0,0,0
User398331,867,0,5,29,0,676
User398395,1358,0,5,0,1,741
User398495,2989,0,6,28,1,1784
User398689,2280,0,8,59,1,1326
User398718,1285,0,6,279,0,693
User398732,325,0,7,77,0,194
User398825,1989,0,8,128,4,949
User398886,636,0,7,0,1,318
User398898,152,0,2,0,0,74
User398969,24,0,2,0,2,12
User399064,689,3,3,64,3,574
User399084,455,0,7,98,5,242
User399292,2,0,1,0,0,2
User399438,1187,0,5,99,0,626
User399535,322,0,1,0,0,322
User399618,627,0,6,5,0,386
User399862,1089,0,6,80,0,696
User399933,646,0,3,85,0,316
User400141,2,0,1,0,0,2
User400177,482,0,5,33,6,401
User400231,570,0,7,63,0,276
User400289,540,0,4,628,0,320
User400394,4052,0,6,0,5,2056
User400589,874,0,5,30,1,479
User400594,698,0,8,318,10,359
User400743,7496,0,5,112,0,3759
User400801,169,0,6,27,0,94
User400833,337,0,3,10,0,24
User400957,3,1,2,0,0,3
User401028,244,0,1,0,0,244
User401069,296,0,5,50,4,150
User401271,103,0,4,51,0,59
User401282,3,0,1,0,0,0
User401307,146,0,4,20,2,36
User401354,803,0,4,102,0,454
User401377,817,0,4,0,0,460
User401439,304,0,2,0,0,152
User401596,1255,0,8,175,3,645
User401648,1019,0,13,124,61,493
User401773,303,0,9,127,0,175
User401785,107,0,5,129,0,60
User401847,552,0,3,27,0,270
User402063,491,0,3,14,15,249
User402116,1495,0,9,162,10,698
User402140,538,0,4,0,0,310
User402456,999,0,4,21,0,526
User402563,2219,0,4,28,0,1921
User402574,0,0,1,55,0,0
User402615,4883,0,5,73,3,2688
User402639,687,0,4,44,0,505
User402646,1248,0,12,148,0,910
User402897,601,0,3,29,1,350
User402900,801,0,3,6,0,409
User402951,40,0,1,0,0,40
User402962,644,0,5,188,0,351
User402965,401,0,1,0,0,401
User402966,850,0,3,77,0,445
User403237,554,0,5,29,2,343
User403260,4,0,1,0,0,2
User403351,329,0,3,0,2,185
User403419,2359,0,6,27,3,1385
User403437,2113,0,7,22,8,1305
User403485,528,0,2,0,0,265
User403510,849,0,7,91,0,534
User403535,242,0,5,94,0,130
User403559,693,0,6,110,4,377
User403628,56,0,3,3,0,33
User403787,282,0,5,26,1,139
User403897,1878,0,9,222,0,960
User404028,876,0,5,29,0,465
User404134,884,0,2,0,0,441
User404160,1173,0,5,783,8,663
User404310,576,0,3,111,0,312
User404319,155,0,1,0,0,4
User404334,398,0,3,5,0,191
User404506,340,0,4,96,0,186
User404720,807,0,3,36,6,543
User404879,527,0,2,0,0,282
User404920,14,0,1,0,0,3
User404926,693,0,5,3,0,399
User405171,19,0,1,0,0,19
User405344,13498,0,4,29,0,6768
User405434,2427,0,8,0,0,1636
User405459,0,0,1,6,0,0
User405508,97,0,7,26,0,58
User405553,956,0,5,118,0,533
User405767,496,0,3,39,0,267
User405770,101,0,4,11,0,58
User405872,3,0,1,0,0,3
User405975,1345,0,9,105,9,708
User405995,12282,0,5,5,0,6154
User406135,6,0,1,0,0,6
User406224,1102,0,4,43,0,793
User406335,204,0,6,140,2,116
User406517,507,0,4,0,0,16
User406525,206,0,5,20,0,114
User406750,2059,0,6,24,4,1061
User406758,641,0,6,76,4,374
User407191,958,0,6,44,0,529
User407245,7,1,3,0,1,5
User407257,754,0,3,36,8,461
User407341,419,0,5,70,3,228
User407553,1,0,1,0,0,1
User407599,374,0,1,0,0,374
User407654,638,0,3,11,0,338
User407693,2,0,1,0,0,0
User407969,1152,0,6,40,10,598
User407980,1154,0,5,38,8,608
User408053,26022,0,5,86,0,13230
User408074,540,0,5,53,0,289
User408162,875,0,5,23,0,646
User408577,1027,0,4,89,2,556
User408590,989,0,2,0,1,514
User408610,272,0,10,76,3,164
User408753,48,0,1,0,0,48
User408873,2,0,1,0,0,2
User408900,398,0,1,0,0,348
User409209,2276,0,4,0,0,210
User409261,451,0,3,31,0,219
User409545,33,10,3,12,0,30
User409608,2587,2,6,0,0,16
User409753,636,0,6,222,0,349
User409754,201,0,4,16,13,110
User410010,1191,0,3,11,10,785
User410036,165,0,4,99,0,96
User410060,562,0,3,16,9,296
User410093,385,0,6,369,0,204
User410256,2511,0,8,44,9,1040
User410541,1383,0,6,90,0,748
User410562,511,0,3,0,0,185
User410579,454,0,6,144,0,239
User410647,81,0,4,32,0,44
User410743,809,0,6,128,0,417
User410764,38,1,4,80,6,3
User410769,1321,0,6,37,2,709
User411013,533,0,6,183,0,272
User411060,980,0,9,90,5,553
User411076,2,0,1,0,0,2
User411092,547,0,6,123,2,515
User411122,900,0,5,29,0,518
User411183,970,0,3,0,0,655
User411321,3006,0,8,204,0,1663
User411492,322,0,4,106,12,178
User411503,2738,0,6,64,0,1390
User411700,1187,0,5,54,0,819
User411714,1278,0,7,127,0,742
User411960,7,0,1,0,0,7
User411975,36,18,2,141,0,36
User412152,19,0,1,0,0,19
User412213,769,0,5,16,2,441
User412230,523,0,3,42,0,281
User412337,503,0,5,10,2,267
User412438,156,0,7,72,0,90
User412452,278,0,1,0,0,278
User412719,13449,0,5,0,0,6958
User412734,2306,0,4,133,4,412
User412832,1357,0,6,84,8,864
User413005,527,0,4,66,0,316
User413124,442,0,3,29,1,238
User413258,338,0,10,214,4,186
User413340,2,0,1,0,0,2
User413494,66,0,1,0,0,66
User413759,1114,0,3,69,6,761
User414014,6128,0,15,249,1,3226
User414024,206,0,4,97,3,107
User414319,42,0,1,0,0,0
User414336,607,0,6,36,0,469
User414340,479,0,8,90,5,246
User414419,1210,0,6,106,0,646
User414444,1129,0,5,27,12,781
User414502,594,0,6,78,3,468
User414547,108,0,6,98,0,60
User414889,1090,0,6,39,0,769
User414904,320,0,3,0,0,151
User414963,314,0,5,56,0,172
User414986,1001,0,4,0,1,517
User415061,8028,0,7,68,0,4029
User415112,4631,0,5,25,0,2354
User415115,524,0,2,0,0,275
User415125,2526,0,7,348,0,502
User415176,2,0,1,0,0,0
User415303,96,0,4,46,0,72
User416012,0,0,2,15,0,0
User416034,48,0,2,0,0,5
User416260,530,0,1,0,0,530
User416337,1910,0,12,83,1,1019
User416453,19,0,3,63,3,6
User416586,328,0,1,0,0,328
User416717,348,0,3,8,2,107
User416939,987,0,1,0,0,987
User416944,3009,0,1,0,0,2044
User416963,559,0,4,68,0,485
User417027,613,0,5,20,0,310
User417103,6727,0,9,70,0,3399
User417114,358,0,9,92,0,206
User417150,1145,0,7,48,1,585
User417169,2090,0,3,0,0,1195
User417389,1417,0,6,5,8,750
User417415,734,0,3,0,0,376
User417421,56,0,3,21,0,34
User417775,2281,0,2,0,0,10
User417792,142,0,3,49,0,77
User417882,350,0,1,0,0,350
User418187,15193,0,4,4,6,9108
User418333,1030,0,7,41,10,576
User418387,890,0,5,34,0,492
User418413,3,0,2,63,0,0
User418636,2184,0,3,14,6,1286
User419088,158,0,7,58,0,88
User419091,151,0,5,74,0,82
User419132,485,0,5,35,0,428
User419175,1349,0,8,699,0,780
User419239,1135,0,3,0,0,27
User419388,452,0,11,45,6,229
User419453,153,0,5,112,0,82
User419647,695,0,6,95,0,366
User419730,39,0,1,0,0,37
User419825,36,0,1,0,0,36
User419894,1802,0,1,0,0,1802
User420163,693,0,6,24,0,350
User420316,184,0,1,0,0,184
User420344,114,0,5,168,0,61
User421052,39,0,1,0,0,0
User421162,643,0,7,18,0,420
User421305,759,0,10,47,9,417
User421463,224,0,7,66,0,116
User421544,113,0,3,29,0,101
User421659,376,0,7,92,0,193
User421762,346,0,7,78,3,182
User421813,793,0,7,61,1,431
User421844,492,0,8,85,1,256
User421933,471,0,5,104,1,235
User422227,2663,0,5,47,0,1375
User422391,975,0,8,82,0,522
User422609,383,0,7,56,3,210
User422874,466,0,4,39,0,255
User422875,711,0,7,55,7,386
User422880,906,0,4,31,8,596
User422942,890,0,4,64,8,601
User423028,97,0,1,0,0,3
User423224,822,0,6,58,0,475
User423233,988,0,8,123,13,522
User423275,401,0,8,55,5,203
User423379,885,0,3,20,10,492
User423461,539,0,1,0,0,3
User423496,735,0,5,15,16,352
User423512,1111,0,7,50,0,567
User423520,1169,0,6,49,0,661
User423558,283,0,5,55,0,154
User423583,19,0,1,0,0,19
User423778,954,0,8,15,0,642
User423850,17,0,1,0,0,17
User423872,538,0,4,29,0,290
User424158,548,0,4,306,47,219
User424493,4002,0,6,37,0,2099
User424524,1314,0,8,78,2,674
User424681,163,0,5,82,0,95
User424778,557,0,3,34,0,323
User424966,977,0,4,61,0,525
User425252,723,0,6,44,0,393
User425285,4440,0,7,40,0,2261
User425417,412,0,6,59,1,359
User425806,201,0,7,61,0,90
User425974,6249,0,4,28,0,3307
User426187,513,0,3,0,0,279
User426291,813,0,5,17,1,550
User426357,2,0,1,0,0,2
User426430,9,0,1,0,0,9
User426581,1991,0,6,169,0,1168
User426777,758,0,8,224,0,382
User427000,4,0,1,0,0,4
User427088,182,0,5,61,3,96
User427209,445,0,4,77,0,116
User427269,960,0,3,4,2,505
User427735,508,0,8,80,0,289
User427910,20682,0,7,169,0,10389
User427964,609,0,4,84,0,343
User428034,348,0,8,82,0,195
User428198,989,0,3,2,0,518
User428222,5706,0,6,51,0,2887
User428264,1386,0,8,74,1,933
User428403,215,0,5,65,0,121
User428439,9294,0,5,35,0,4773
User428614,1764,0,4,71,1,1140
User428685,1593,0,5,35,0,816
User428733,519,0,3,29,2,261
User428868,865,0,2,0,0,483
User428875,795,0,9,52,0,419
User429021,409,0,5,32,1,363
User429099,3131,0,2,0,0,859
User429101,69,0,4,14,0,38
User429134,4292,0,5,47,0,2339
User429136,2,0,1,0,0,2
User429700,183,0,1,0,0,6
User429785,1128,0,6,30,3,611
User429844,5280,0,2,0,0,2636
User429969,1,0,1,0,0,1
User430017,143,0,5,55,0,80
User430081,717,0,4,39,10,392
User430143,764,0,4,46,0,400
User430235,242,0,4,31,2,130
User430415,414,0,1,0,0,414
User430497,510,0,1,0,0,510
User430523,377,0,4,55,18,187
User430703,334,0,8,73,0,140
User430932,1130,0,2,0,0,579
User431092,1686,0,1,0,0,6
User431151,1617,0,6,24,0,858
User431161,859,0,4,18,0,436
User431239,828,0,6,33,0,440
User431310,451,0,2,0,0,216
User431411,4702,0,6,32,0,2389
User431459,758,0,3,5,0,496
User431871,409,0,5,60,0,218
User431939,262,0,1,0,0,262
User432030,651,0,7,78,0,334
User432175,309,0,7,49,9,159
User432238,465,0,4,24,0,412
User432463,5204,0,7,15,0,2664
User432502,96,0,3,51,0,54
User432716,675,0,4,29,0,378
User432810,2216,0,6,182,0,1151
User433117,152,0,5,39,0,89
User433141,508,0,4,0,0,314
User433235,5,0,1,0,0,5
User433308,213,0,4,60,0,123
User433373,416,0,1,0,0,416
User433400,877,0,3,20,4,455
User433412,1202,0,5,24,0,639
User433568,706,0,1,0,0,363
User433901,593,0,7,45,2,426
User434349,64,0,5,64,0,40
User434521,639,0,6,44,1,332
User434601,150,0,1,0,0,0
User434867,1300,0,5,180,0,684
User434903,6,0,1,0,0,6
User434932,2,0,1,0,0,2
User434993,1966,0,5,54,0,1089
User435139,761,0,7,36,0,608
User435175,8,0,1,0,0,8
User435245,217,0,1,0,0,3
User435336,1111,0,7,82,0,704
User435944,274,1,7,86,0,165
User436158,371,0,7,112,0,207
User436297,962,0,6,100,1,499
User436346,12,0,1,0,0,12
User436407,1070,0,7,61,0,542
User436857,17,0,1,0,0,17
User436916,44,0,1,0,0,44
User436963,2396,0,5,48,6,1511
User437270,110,0,4,65,0,63
User437525,707,0,5,25,0,385
User437567,857,0,7,110,0,519
User437586,502,0,3,8,2,265
User437650,212,0,5,242,6,107
User437675,2,0,1,0,0,2
User437689,1259,0,2,0,0,504
User437707,656,7,12,208,15,353
User437885,2,0,1,0,0,2
User437963,8,0,1,0,0,8
User438177,624,0,10,86,0,342
User438237,1060,0,2,0,0,546
User438459,6699,0,1,0,0,6699
User438645,1048,0,6,59,0,551
User438869,370,0,6,54,1,202
User438894,2,0,1,0,0,2
User438914,12,0,2,31,2,4
User438923,640,0,7,69,0,333
User438960,1172,0,3,0,0,784
User438983,464,0,2,0,1,245
User439036,13448,0,5,30,0,6875
User439407,1416,0,4,82,4,740
User439552,189,0,1,0,0,98
User439703,790,0,6,217,16,403
User439828,1288,0,3,4,348,0
User439899,1067,0,6,80,0,637
User440095,363,0,2,0,0,13
User440171,1174,0,7,41,0,784
User440341,1010,0,4,170,2,636
User440422,126,0,1,0,0,7
User440429,328,0,1,0,0,328
User440455,199,0,1,0,0,21
User440505,462,0,4,0,0,244
User440638,615,0,6,24,0,469
User440667,4,0,1,0,0,4
User440675,460,0,4,28,0,269
User440814,2104,0,2,0,0,282
User440844,471,0,7,128,0,343
User441026,174,0,6,162,0,101
User441253,364,0,1,0,0,364
